"case_id","clients","dimension","ring_dim","block_count","noise","seed","repetition","status","encoded_plaintext_diff_linf","encoded_plaintext_mismatch_count","decoded_or_wire_mismatches","protocol_abort_count","total_ms","total_bytes","peak_rss_kb","wrapper_elapsed_seconds","result_file"
"c30_d32769_b2_dgg32_s2024_r004","30","32769","16384","2","dgg32","2024","4","PASS","0","0","0","0","1811.759","130043264","168236","2.076976","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2024_r004.json"
"c30_d32769_b2_dgg32_s2024_r005","30","32769","16384","2","dgg32","2024","5","PASS","0","0","0","0","1839.041","130043264","168376","2.102732","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2024_r005.json"
"c30_d32769_b2_dgg32_s2025_r001","30","32769","16384","2","dgg32","2025","1","PASS","0","0","0","0","1824.614","130043264","168376","2.083058","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2025_r001.json"
"c30_d32769_b2_dgg32_s2025_r002","30","32769","16384","2","dgg32","2025","2","PASS","0","0","0","0","1797.259","130043264","168376","2.038127","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2025_r002.json"
"c30_d32769_b2_dgg32_s2025_r003","30","32769","16384","2","dgg32","2025","3","PASS","0","0","0","0","1893.521","130043264","168372","2.174482","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2025_r003.json"
"c30_d32769_b2_dgg32_s2025_r004","30","32769","16384","2","dgg32","2025","4","PASS","0","0","0","0","1859.396","130043264","168376","2.113808","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2025_r004.json"
"c30_d32769_b2_dgg32_s2025_r005","30","32769","16384","2","dgg32","2025","5","PASS","0","0","0","0","1786.735","130043264","168368","2.051434","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2025_r005.json"
"c30_d32769_b2_dgg32_s2026_r001","30","32769","16384","2","dgg32","2026","1","PASS","0","0","0","0","1850.765","130043264","168372","2.123817","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2026_r001.json"
"c30_d32769_b2_dgg32_s2026_r002","30","32769","16384","2","dgg32","2026","2","PASS","0","0","0","0","1798.982","130043264","168372","2.063661","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2026_r002.json"
"c30_d32769_b2_dgg32_s2026_r003","30","32769","16384","2","dgg32","2026","3","PASS","0","0","0","0","1831.397","130043264","168368","2.088379","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2026_r003.json"
"c30_d32769_b2_dgg32_s2026_r004","30","32769","16384","2","dgg32","2026","4","PASS","0","0","0","0","1859.032","130043264","168180","2.116537","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2026_r004.json"
"c30_d32769_b2_dgg32_s2026_r005","30","32769","16384","2","dgg32","2026","5","PASS","0","0","0","0","1809.047","130043264","168376","2.061084","results/formal_v8/multiblock_scaling_paper/c30_d32769_b2_dgg32_s2026_r005.json"
"c50_d32769_b2_dgg32_s2024_r001","50","32769","16384","2","dgg32","2024","1","PASS","0","0","0","0","3134.21","213942144","273676","3.393499","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2024_r001.json"
"c50_d32769_b2_dgg32_s2024_r002","50","32769","16384","2","dgg32","2024","2","PASS","0","0","0","0","3150.62","213942144","273524","3.420158","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2024_r002.json"
"c50_d32769_b2_dgg32_s2024_r003","50","32769","16384","2","dgg32","2024","3","PASS","0","0","0","0","3102.53","213942144","273736","3.365587","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2024_r003.json"
"c50_d32769_b2_dgg32_s2024_r004","50","32769","16384","2","dgg32","2024","4","PASS","0","0","0","0","3465.38","213942144","273792","3.765572","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2024_r004.json"
"c50_d32769_b2_dgg32_s2024_r005","50","32769","16384","2","dgg32","2024","5","PASS","0","0","0","0","3084.68","213942144","273784","3.359337","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2024_r005.json"
"c50_d32769_b2_dgg32_s2025_r001","50","32769","16384","2","dgg32","2025","1","PASS","0","0","0","0","2931.15","213942144","273784","3.190126","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2025_r001.json"
"c50_d32769_b2_dgg32_s2025_r002","50","32769","16384","2","dgg32","2025","2","PASS","0","0","0","0","3124.93","213942144","273812","3.388413","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2025_r002.json"
"c50_d32769_b2_dgg32_s2025_r003","50","32769","16384","2","dgg32","2025","3","PASS","0","0","0","0","3040.69","213942144","273784","3.349349","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2025_r003.json"
"c50_d32769_b2_dgg32_s2025_r004","50","32769","16384","2","dgg32","2025","4","PASS","0","0","0","0","3018.31","213942144","273788","3.311728","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2025_r004.json"
"c50_d32769_b2_dgg32_s2025_r005","50","32769","16384","2","dgg32","2025","5","PASS","0","0","0","0","3102.93","213942144","273788","3.378004","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2025_r005.json"
"c50_d32769_b2_dgg32_s2026_r001","50","32769","16384","2","dgg32","2026","1","PASS","0","0","0","0","2986.17","213942144","273784","3.261968","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2026_r001.json"
"c50_d32769_b2_dgg32_s2026_r002","50","32769","16384","2","dgg32","2026","2","PASS","0","0","0","0","3099.75","213942144","273732","3.366562","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2026_r002.json"
"c50_d32769_b2_dgg32_s2026_r003","50","32769","16384","2","dgg32","2026","3","PASS","0","0","0","0","2964.41","213942144","273888","3.218697","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2026_r003.json"
"c50_d32769_b2_dgg32_s2026_r004","50","32769","16384","2","dgg32","2026","4","PASS","0","0","0","0","3067.18","213942144","273784","3.331649","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2026_r004.json"
"c50_d32769_b2_dgg32_s2026_r005","50","32769","16384","2","dgg32","2026","5","PASS","0","0","0","0","3005.2","213942144","273780","3.265249","results/formal_v8/multiblock_scaling_paper/c50_d32769_b2_dgg32_s2026_r005.json"
"c10_d65536_b2_dgg32_s2024_r001","10","65536","16384","2","dgg32","2024","1","PASS","0","0","0","0","672.545","46144384","63160","0.936506","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2024_r001.json"
"c10_d65536_b2_dgg32_s2024_r002","10","65536","16384","2","dgg32","2024","2","PASS","0","0","0","0","734.496","46144384","63160","1.020047","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2024_r002.json"
"c10_d65536_b2_dgg32_s2024_r003","10","65536","16384","2","dgg32","2024","3","PASS","0","0","0","0","671.002","46144384","63160","0.926281","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2024_r003.json"
"c10_d65536_b2_dgg32_s2024_r004","10","65536","16384","2","dgg32","2024","4","PASS","0","0","0","0","625.668","46144384","63160","0.869473","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2024_r004.json"
"c10_d65536_b2_dgg32_s2024_r005","10","65536","16384","2","dgg32","2024","5","PASS","0","0","0","0","662.57","46144384","63156","0.920966","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2024_r005.json"
"c10_d65536_b2_dgg32_s2025_r001","10","65536","16384","2","dgg32","2025","1","PASS","0","0","0","0","647.495","46144384","63160","0.91029","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2025_r001.json"
"c10_d65536_b2_dgg32_s2025_r002","10","65536","16384","2","dgg32","2025","2","PASS","0","0","0","0","689.454","46144384","63160","0.942052","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2025_r002.json"
"c10_d65536_b2_dgg32_s2025_r003","10","65536","16384","2","dgg32","2025","3","PASS","0","0","0","0","651.299","46144384","63160","0.915226","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2025_r003.json"
"c10_d65536_b2_dgg32_s2025_r004","10","65536","16384","2","dgg32","2025","4","PASS","0","0","0","0","679.858","46144384","63344","0.924673","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2025_r004.json"
"c10_d65536_b2_dgg32_s2025_r005","10","65536","16384","2","dgg32","2025","5","PASS","0","0","0","0","622.633","46144384","63156","0.843167","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2025_r005.json"
"c10_d65536_b2_dgg32_s2026_r001","10","65536","16384","2","dgg32","2026","1","PASS","0","0","0","0","621.305","46144384","63160","0.859298","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2026_r001.json"
"c10_d65536_b2_dgg32_s2026_r002","10","65536","16384","2","dgg32","2026","2","PASS","0","0","0","0","630.613","46144384","63160","0.856134","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2026_r002.json"
"c10_d65536_b2_dgg32_s2026_r003","10","65536","16384","2","dgg32","2026","3","PASS","0","0","0","0","642.326","46144384","63160","0.866633","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2026_r003.json"
"c10_d65536_b2_dgg32_s2026_r004","10","65536","16384","2","dgg32","2026","4","PASS","0","0","0","0","648.918","46144384","63164","0.89417","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2026_r004.json"
"c10_d65536_b2_dgg32_s2026_r005","10","65536","16384","2","dgg32","2026","5","PASS","0","0","0","0","650.837","46144384","63160","0.902003","results/formal_v8/multiblock_scaling_paper/c10_d65536_b2_dgg32_s2026_r005.json"
"c30_d65536_b2_dgg32_s2024_r001","30","65536","16384","2","dgg32","2024","1","PASS","0","0","0","0","1816.525","130043264","168376","2.064347","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2024_r001.json"
"c30_d65536_b2_dgg32_s2024_r002","30","65536","16384","2","dgg32","2024","2","PASS","0","0","0","0","1795.708","130043264","168368","2.040677","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2024_r002.json"
"c30_d65536_b2_dgg32_s2024_r003","30","65536","16384","2","dgg32","2024","3","PASS","0","0","0","0","1863.399","130043264","168376","2.121274","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2024_r003.json"
"c30_d65536_b2_dgg32_s2024_r004","30","65536","16384","2","dgg32","2024","4","PASS","0","0","0","0","1856.847","130043264","168376","2.107088","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2024_r004.json"
"c30_d65536_b2_dgg32_s2024_r005","30","65536","16384","2","dgg32","2024","5","PASS","0","0","0","0","1825.967","130043264","168368","2.07695","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2024_r005.json"
"c30_d65536_b2_dgg32_s2025_r001","30","65536","16384","2","dgg32","2025","1","PASS","0","0","0","0","1803.482","130043264","168340","2.064084","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2025_r001.json"
"c30_d65536_b2_dgg32_s2025_r002","30","65536","16384","2","dgg32","2025","2","PASS","0","0","0","0","1793.913","130043264","168452","2.048364","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2025_r002.json"
"c30_d65536_b2_dgg32_s2025_r003","30","65536","16384","2","dgg32","2025","3","PASS","0","0","0","0","1780.85","130043264","168372","2.04871","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2025_r003.json"
"c30_d65536_b2_dgg32_s2025_r004","30","65536","16384","2","dgg32","2025","4","PASS","0","0","0","0","1860.124","130043264","168372","2.10763","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2025_r004.json"
"c30_d65536_b2_dgg32_s2025_r005","30","65536","16384","2","dgg32","2025","5","PASS","0","0","0","0","1822.503","130043264","168376","2.061993","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2025_r005.json"
"c30_d65536_b2_dgg32_s2026_r001","30","65536","16384","2","dgg32","2026","1","PASS","0","0","0","0","1799.68","130043264","168372","2.057393","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2026_r001.json"
"c30_d65536_b2_dgg32_s2026_r002","30","65536","16384","2","dgg32","2026","2","PASS","0","0","0","0","1875.92","130043264","168372","2.140918","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2026_r002.json"
"c30_d65536_b2_dgg32_s2026_r003","30","65536","16384","2","dgg32","2026","3","PASS","0","0","0","0","1916.771","130043264","168556","2.179229","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2026_r003.json"
"c30_d65536_b2_dgg32_s2026_r004","30","65536","16384","2","dgg32","2026","4","PASS","0","0","0","0","1830.752","130043264","168308","2.081796","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2026_r004.json"
"c30_d65536_b2_dgg32_s2026_r005","30","65536","16384","2","dgg32","2026","5","PASS","0","0","0","0","1990.575","130043264","168556","2.264159","results/formal_v8/multiblock_scaling_paper/c30_d65536_b2_dgg32_s2026_r005.json"
"c50_d65536_b2_dgg32_s2024_r001","50","65536","16384","2","dgg32","2024","1","PASS","0","0","0","0","3157.51","213942144","273788","3.432441","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2024_r001.json"
"c50_d65536_b2_dgg32_s2024_r002","50","65536","16384","2","dgg32","2024","2","PASS","0","0","0","0","3003.69","213942144","273784","3.251304","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2024_r002.json"
"c50_d65536_b2_dgg32_s2024_r003","50","65536","16384","2","dgg32","2024","3","PASS","0","0","0","0","3101.7","213942144","273860","3.3862","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2024_r003.json"
"c50_d65536_b2_dgg32_s2024_r004","50","65536","16384","2","dgg32","2024","4","PASS","0","0","0","0","3062.78","213942144","273788","3.359357","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2024_r004.json"
"c50_d65536_b2_dgg32_s2024_r005","50","65536","16384","2","dgg32","2024","5","PASS","0","0","0","0","2980.66","213942144","273788","3.239106","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2024_r005.json"
"c50_d65536_b2_dgg32_s2025_r001","50","65536","16384","2","dgg32","2025","1","PASS","0","0","0","0","3101.6","213942144","273788","3.389821","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2025_r001.json"
"c50_d65536_b2_dgg32_s2025_r002","50","65536","16384","2","dgg32","2025","2","PASS","0","0","0","0","2962.16","213942144","273788","3.237448","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2025_r002.json"
"c50_d65536_b2_dgg32_s2025_r003","50","65536","16384","2","dgg32","2025","3","PASS","0","0","0","0","3074.03","213942144","273784","3.33034","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2025_r003.json"
"c50_d65536_b2_dgg32_s2025_r004","50","65536","16384","2","dgg32","2025","4","PASS","0","0","0","0","2963.81","213942144","273788","3.212765","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2025_r004.json"
"c50_d65536_b2_dgg32_s2025_r005","50","65536","16384","2","dgg32","2025","5","PASS","0","0","0","0","2972.21","213942144","273788","3.221903","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2025_r005.json"
"c50_d65536_b2_dgg32_s2026_r001","50","65536","16384","2","dgg32","2026","1","PASS","0","0","0","0","3074.84","213942144","273788","3.332923","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2026_r001.json"
"c50_d65536_b2_dgg32_s2026_r002","50","65536","16384","2","dgg32","2026","2","PASS","0","0","0","0","3074.9","213942144","273788","3.336114","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2026_r002.json"
"c50_d65536_b2_dgg32_s2026_r003","50","65536","16384","2","dgg32","2026","3","PASS","0","0","0","0","3170.72","213942144","273784","3.43529","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2026_r003.json"
"c50_d65536_b2_dgg32_s2026_r004","50","65536","16384","2","dgg32","2026","4","PASS","0","0","0","0","3175.05","213942144","273788","3.461146","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2026_r004.json"
"c50_d65536_b2_dgg32_s2026_r005","50","65536","16384","2","dgg32","2026","5","PASS","0","0","0","0","2999.16","213942144","273788","3.290256","results/formal_v8/multiblock_scaling_paper/c50_d65536_b2_dgg32_s2026_r005.json"
"c10_d131072_b4_dgg32_s2024_r001","10","131072","16384","4","dgg32","2024","1","PASS","0","0","0","0","1362.803","92288768","63160","1.8723","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2024_r001.json"
"c10_d131072_b4_dgg32_s2024_r002","10","131072","16384","4","dgg32","2024","2","PASS","0","0","0","0","1280.503","92288768","63216","1.779824","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2024_r002.json"
"c10_d131072_b4_dgg32_s2024_r003","10","131072","16384","4","dgg32","2024","3","PASS","0","0","0","0","1261.938","92288768","63164","1.766178","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2024_r003.json"
"c10_d131072_b4_dgg32_s2024_r004","10","131072","16384","4","dgg32","2024","4","PASS","0","0","0","0","1286.176","92288768","63268","1.8095","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2024_r004.json"
"c10_d131072_b4_dgg32_s2024_r005","10","131072","16384","4","dgg32","2024","5","PASS","0","0","0","0","1282.609","92288768","63164","1.770264","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2024_r005.json"
"c10_d131072_b4_dgg32_s2025_r001","10","131072","16384","4","dgg32","2025","1","PASS","0","0","0","0","1288.817","92288768","63256","1.786192","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2025_r001.json"
"c10_d131072_b4_dgg32_s2025_r002","10","131072","16384","4","dgg32","2025","2","PASS","0","0","0","0","1346.603","92288768","63328","1.838305","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2025_r002.json"
"c10_d131072_b4_dgg32_s2025_r003","10","131072","16384","4","dgg32","2025","3","PASS","0","0","0","0","1267.656","92288768","63160","1.785726","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2025_r003.json"
"c10_d131072_b4_dgg32_s2025_r004","10","131072","16384","4","dgg32","2025","4","PASS","0","0","0","0","1265.093","92288768","63160","1.792036","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2025_r004.json"
"c10_d131072_b4_dgg32_s2025_r005","10","131072","16384","4","dgg32","2025","5","PASS","0","0","0","0","1309.102","92288768","63272","1.811679","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2025_r005.json"
"c10_d131072_b4_dgg32_s2026_r001","10","131072","16384","4","dgg32","2026","1","PASS","0","0","0","0","1274.741","92288768","63288","1.769283","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2026_r001.json"
"c10_d131072_b4_dgg32_s2026_r002","10","131072","16384","4","dgg32","2026","2","PASS","0","0","0","0","1290.194","92288768","63160","1.761496","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2026_r002.json"
"c10_d131072_b4_dgg32_s2026_r003","10","131072","16384","4","dgg32","2026","3","PASS","0","0","0","0","1282.702","92288768","63196","1.783616","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2026_r003.json"
"c10_d131072_b4_dgg32_s2026_r004","10","131072","16384","4","dgg32","2026","4","PASS","0","0","0","0","1274.31","92288768","63160","1.766188","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2026_r004.json"
"c10_d131072_b4_dgg32_s2026_r005","10","131072","16384","4","dgg32","2026","5","PASS","0","0","0","0","1248.846","92288768","63268","1.698652","results/formal_v8/multiblock_scaling_paper/c10_d131072_b4_dgg32_s2026_r005.json"
"c30_d131072_b4_dgg32_s2024_r001","30","131072","16384","4","dgg32","2024","1","PASS","0","0","0","0","3711.315","260086528","168368","4.227588","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2024_r001.json"
"c30_d131072_b4_dgg32_s2024_r002","30","131072","16384","4","dgg32","2024","2","PASS","0","0","0","0","3653.058","260086528","168372","4.169453","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2024_r002.json"
"c30_d131072_b4_dgg32_s2024_r003","30","131072","16384","4","dgg32","2024","3","PASS","0","0","0","0","3759.81","260086528","168496","4.288397","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2024_r003.json"
"c30_d131072_b4_dgg32_s2024_r004","30","131072","16384","4","dgg32","2024","4","PASS","0","0","0","0","3893.29","260086528","168376","4.429314","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2024_r004.json"
"c30_d131072_b4_dgg32_s2024_r005","30","131072","16384","4","dgg32","2024","5","PASS","0","0","0","0","3797.241","260086528","168372","4.305507","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2024_r005.json"
"c30_d131072_b4_dgg32_s2025_r001","30","131072","16384","4","dgg32","2025","1","PASS","0","0","0","0","3707.944","260086528","168408","4.210249","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2025_r001.json"
"c30_d131072_b4_dgg32_s2025_r002","30","131072","16384","4","dgg32","2025","2","PASS","0","0","0","0","3689.67","260086528","168368","4.25189","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2025_r002.json"
"c30_d131072_b4_dgg32_s2025_r003","30","131072","16384","4","dgg32","2025","3","PASS","0","0","0","0","3736.109","260086528","168372","4.242897","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2025_r003.json"
"c30_d131072_b4_dgg32_s2025_r004","30","131072","16384","4","dgg32","2025","4","PASS","0","0","0","0","3622.993","260086528","168452","4.147679","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2025_r004.json"
"c30_d131072_b4_dgg32_s2025_r005","30","131072","16384","4","dgg32","2025","5","PASS","0","0","0","0","3702.73","260086528","168372","4.219758","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2025_r005.json"
"c30_d131072_b4_dgg32_s2026_r001","30","131072","16384","4","dgg32","2026","1","PASS","0","0","0","0","3637.483","260086528","168376","4.15589","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2026_r001.json"
"c30_d131072_b4_dgg32_s2026_r002","30","131072","16384","4","dgg32","2026","2","PASS","0","0","0","0","3723.19","260086528","168372","4.233958","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2026_r002.json"
"c30_d131072_b4_dgg32_s2026_r003","30","131072","16384","4","dgg32","2026","3","PASS","0","0","0","0","3704.26","260086528","168372","4.212087","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2026_r003.json"
"c30_d131072_b4_dgg32_s2026_r004","30","131072","16384","4","dgg32","2026","4","PASS","0","0","0","0","3726.924","260086528","168372","4.230364","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2026_r004.json"
"c30_d131072_b4_dgg32_s2026_r005","30","131072","16384","4","dgg32","2026","5","PASS","0","0","0","0","3677.195","260086528","168376","4.208291","results/formal_v8/multiblock_scaling_paper/c30_d131072_b4_dgg32_s2026_r005.json"
"c50_d131072_b4_dgg32_s2024_r001","50","131072","16384","4","dgg32","2024","1","PASS","0","0","0","0","6148.81","427884288","273788","6.679383","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2024_r001.json"
"c50_d131072_b4_dgg32_s2024_r002","50","131072","16384","4","dgg32","2024","2","PASS","0","0","0","0","6189.37","427884288","273788","6.707817","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2024_r002.json"
"c50_d131072_b4_dgg32_s2024_r003","50","131072","16384","4","dgg32","2024","3","PASS","0","0","0","0","6221.26","427884288","273788","6.741134","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2024_r003.json"
"c50_d131072_b4_dgg32_s2024_r004","50","131072","16384","4","dgg32","2024","4","PASS","0","0","0","0","6118.61","427884288","273784","6.632331","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2024_r004.json"
"c50_d131072_b4_dgg32_s2024_r005","50","131072","16384","4","dgg32","2024","5","PASS","0","0","0","0","6133.61","427884288","273792","6.679391","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2024_r005.json"
"c50_d131072_b4_dgg32_s2025_r001","50","131072","16384","4","dgg32","2025","1","PASS","0","0","0","0","6249.29","427884288","273804","6.753381","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2025_r001.json"
"c50_d131072_b4_dgg32_s2025_r002","50","131072","16384","4","dgg32","2025","2","PASS","0","0","0","0","6297.51","427884288","273788","6.84372","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2025_r002.json"
"c50_d131072_b4_dgg32_s2025_r003","50","131072","16384","4","dgg32","2025","3","PASS","0","0","0","0","6119.16","427884288","273788","6.661012","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2025_r003.json"
"c50_d131072_b4_dgg32_s2025_r004","50","131072","16384","4","dgg32","2025","4","PASS","0","0","0","0","6197.46","427884288","273792","6.749537","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2025_r004.json"
"c50_d131072_b4_dgg32_s2025_r005","50","131072","16384","4","dgg32","2025","5","PASS","0","0","0","0","6206.59","427884288","273788","6.744584","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2025_r005.json"
"c50_d131072_b4_dgg32_s2026_r001","50","131072","16384","4","dgg32","2026","1","PASS","0","0","0","0","6078.38","427884288","273788","6.585301","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2026_r001.json"
"c50_d131072_b4_dgg32_s2026_r002","50","131072","16384","4","dgg32","2026","2","PASS","0","0","0","0","6197.53","427884288","273788","6.717908","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2026_r002.json"
"c50_d131072_b4_dgg32_s2026_r003","50","131072","16384","4","dgg32","2026","3","PASS","0","0","0","0","6048.9","427884288","273972","6.569389","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2026_r003.json"
"c50_d131072_b4_dgg32_s2026_r004","50","131072","16384","4","dgg32","2026","4","PASS","0","0","0","0","6275.86","427884288","273788","6.802272","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2026_r004.json"
"c50_d131072_b4_dgg32_s2026_r005","50","131072","16384","4","dgg32","2026","5","PASS","0","0","0","0","6232.78","427884288","273912","6.769107","results/formal_v8/multiblock_scaling_paper/c50_d131072_b4_dgg32_s2026_r005.json"
