"case_id","clients","dimension","noise","seed","repetition","status","encoded_plaintext_diff_linf","encoded_plaintext_mismatch_count","q_domain_diff_linf","q_domain_mismatch_count","total_ms","total_bytes","wrapper_elapsed_seconds","result_file"
"c50_d3072_dgg32_s2024_r005","50","3072","dgg32","2024","5","PASS","0","0","0","0","2263.35","106971072","2.418544","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2024_r005.json"
"c50_d3072_dgg32_s2025_r001","50","3072","dgg32","2025","1","PASS","0","0","0","0","2149.84","106971072","2.329358","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2025_r001.json"
"c50_d3072_dgg32_s2025_r002","50","3072","dgg32","2025","2","PASS","0","0","0","0","2600.61","106971072","2.772817","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2025_r002.json"
"c50_d3072_dgg32_s2025_r003","50","3072","dgg32","2025","3","PASS","0","0","0","0","2380.16","106971072","2.57107","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2025_r003.json"
"c50_d3072_dgg32_s2025_r004","50","3072","dgg32","2025","4","PASS","0","0","0","0","2363.17","106971072","2.545556","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2025_r004.json"
"c50_d3072_dgg32_s2025_r005","50","3072","dgg32","2025","5","PASS","0","0","0","0","2249.08","106971072","2.409071","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2025_r005.json"
"c50_d3072_dgg32_s2026_r001","50","3072","dgg32","2026","1","PASS","0","0","0","0","2261.5","106971072","2.45202","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2026_r001.json"
"c50_d3072_dgg32_s2026_r002","50","3072","dgg32","2026","2","PASS","0","0","0","0","2429.77","106971072","2.632279","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2026_r002.json"
"c50_d3072_dgg32_s2026_r003","50","3072","dgg32","2026","3","PASS","0","0","0","0","1992.84","106971072","2.165983","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2026_r003.json"
"c50_d3072_dgg32_s2026_r004","50","3072","dgg32","2026","4","PASS","0","0","0","0","2059.65","106971072","2.223896","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2026_r004.json"
"c50_d3072_dgg32_s2026_r005","50","3072","dgg32","2026","5","PASS","0","0","0","0","2108.13","106971072","2.269286","results/formal_v8/scalability/retry1/c50_d3072_dgg32_s2026_r005.json"
"c5_d10000_dgg32_s2024_r001","5","10000","dgg32","2024","1","PASS","0","0","0","0","277.737","12584832","0.431362","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2024_r001.json"
"c5_d10000_dgg32_s2024_r002","5","10000","dgg32","2024","2","PASS","0","0","0","0","242.696","12584832","0.413685","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2024_r002.json"
"c5_d10000_dgg32_s2024_r003","5","10000","dgg32","2024","3","PASS","0","0","0","0","258.469","12584832","0.429911","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2024_r003.json"
"c5_d10000_dgg32_s2024_r004","5","10000","dgg32","2024","4","PASS","0","0","0","0","227.807","12584832","0.386781","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2024_r004.json"
"c5_d10000_dgg32_s2024_r005","5","10000","dgg32","2024","5","PASS","0","0","0","0","231.535","12584832","0.392633","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2024_r005.json"
"c5_d10000_dgg32_s2025_r001","5","10000","dgg32","2025","1","PASS","0","0","0","0","250.332","12584832","0.404516","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2025_r001.json"
"c5_d10000_dgg32_s2025_r002","5","10000","dgg32","2025","2","PASS","0","0","0","0","252.328","12584832","0.408761","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2025_r002.json"
"c5_d10000_dgg32_s2025_r003","5","10000","dgg32","2025","3","PASS","0","0","0","0","251.351","12584832","0.412466","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2025_r003.json"
"c5_d10000_dgg32_s2025_r004","5","10000","dgg32","2025","4","PASS","0","0","0","0","235.727","12584832","0.373361","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2025_r004.json"
"c5_d10000_dgg32_s2025_r005","5","10000","dgg32","2025","5","PASS","0","0","0","0","225.397","12584832","0.359806","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2025_r005.json"
"c5_d10000_dgg32_s2026_r001","5","10000","dgg32","2026","1","PASS","0","0","0","0","226.529","12584832","0.365326","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2026_r001.json"
"c5_d10000_dgg32_s2026_r002","5","10000","dgg32","2026","2","PASS","0","0","0","0","242.166","12584832","0.399122","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2026_r002.json"
"c5_d10000_dgg32_s2026_r003","5","10000","dgg32","2026","3","PASS","0","0","0","0","217.815","12584832","0.355653","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2026_r003.json"
"c5_d10000_dgg32_s2026_r004","5","10000","dgg32","2026","4","PASS","0","0","0","0","256.871","12584832","0.39208","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2026_r004.json"
"c5_d10000_dgg32_s2026_r005","5","10000","dgg32","2026","5","PASS","0","0","0","0","246.521","12584832","0.384542","results/formal_v8/scalability/retry1/c5_d10000_dgg32_s2026_r005.json"
"c10_d10000_dgg32_s2024_r001","10","10000","dgg32","2024","1","PASS","0","0","0","0","429.522","23072192","0.575496","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2024_r001.json"
"c10_d10000_dgg32_s2024_r002","10","10000","dgg32","2024","2","PASS","0","0","0","0","423.688","23072192","0.586338","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2024_r002.json"
"c10_d10000_dgg32_s2024_r003","10","10000","dgg32","2024","3","PASS","0","0","0","0","440.94","23072192","0.591715","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2024_r003.json"
"c10_d10000_dgg32_s2024_r004","10","10000","dgg32","2024","4","PASS","0","0","0","0","452.121","23072192","0.606218","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2024_r004.json"
"c10_d10000_dgg32_s2024_r005","10","10000","dgg32","2024","5","PASS","0","0","0","0","457.107","23072192","0.59826","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2024_r005.json"
"c10_d10000_dgg32_s2025_r001","10","10000","dgg32","2025","1","PASS","0","0","0","0","419.762","23072192","0.578494","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2025_r001.json"
"c10_d10000_dgg32_s2025_r002","10","10000","dgg32","2025","2","PASS","0","0","0","0","461.9","23072192","0.618846","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2025_r002.json"
"c10_d10000_dgg32_s2025_r003","10","10000","dgg32","2025","3","PASS","0","0","0","0","440.811","23072192","0.591158","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2025_r003.json"
"c10_d10000_dgg32_s2025_r004","10","10000","dgg32","2025","4","PASS","0","0","0","0","425.968","23072192","0.573054","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2025_r004.json"
"c10_d10000_dgg32_s2025_r005","10","10000","dgg32","2025","5","PASS","0","0","0","0","470.612","23072192","0.599882","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2025_r005.json"
"c10_d10000_dgg32_s2026_r001","10","10000","dgg32","2026","1","PASS","0","0","0","0","404.639","23072192","0.554062","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2026_r001.json"
"c10_d10000_dgg32_s2026_r002","10","10000","dgg32","2026","2","PASS","0","0","0","0","392.831","23072192","0.558834","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2026_r002.json"
"c10_d10000_dgg32_s2026_r003","10","10000","dgg32","2026","3","PASS","0","0","0","0","410.983","23072192","0.561398","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2026_r003.json"
"c10_d10000_dgg32_s2026_r004","10","10000","dgg32","2026","4","PASS","0","0","0","0","469.212","23072192","0.610597","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2026_r004.json"
"c10_d10000_dgg32_s2026_r005","10","10000","dgg32","2026","5","PASS","0","0","0","0","428.169","23072192","0.586662","results/formal_v8/scalability/retry1/c10_d10000_dgg32_s2026_r005.json"
"c20_d10000_dgg32_s2024_r001","20","10000","dgg32","2024","1","PASS","0","0","0","0","906.336","44046912","1.05241","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2024_r001.json"
"c20_d10000_dgg32_s2024_r002","20","10000","dgg32","2024","2","PASS","0","0","0","0","797.351","44046912","0.939978","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2024_r002.json"
"c20_d10000_dgg32_s2024_r003","20","10000","dgg32","2024","3","PASS","0","0","0","0","741.759","44046912","0.896438","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2024_r003.json"
"c20_d10000_dgg32_s2024_r004","20","10000","dgg32","2024","4","PASS","0","0","0","0","792.789","44046912","0.931385","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2024_r004.json"
"c20_d10000_dgg32_s2024_r005","20","10000","dgg32","2024","5","PASS","0","0","0","0","806.11","44046912","0.959024","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2024_r005.json"
"c20_d10000_dgg32_s2025_r001","20","10000","dgg32","2025","1","PASS","0","0","0","0","913.079","44046912","1.071966","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2025_r001.json"
"c20_d10000_dgg32_s2025_r002","20","10000","dgg32","2025","2","PASS","0","0","0","0","800.041","44046912","0.95631","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2025_r002.json"
"c20_d10000_dgg32_s2025_r003","20","10000","dgg32","2025","3","PASS","0","0","0","0","835.761","44046912","0.988033","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2025_r003.json"
"c20_d10000_dgg32_s2025_r004","20","10000","dgg32","2025","4","PASS","0","0","0","0","840.822","44046912","0.984634","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2025_r004.json"
"c20_d10000_dgg32_s2025_r005","20","10000","dgg32","2025","5","PASS","0","0","0","0","829.699","44046912","0.980549","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2025_r005.json"
"c20_d10000_dgg32_s2026_r001","20","10000","dgg32","2026","1","PASS","0","0","0","0","855.424","44046912","1.009549","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2026_r001.json"
"c20_d10000_dgg32_s2026_r002","20","10000","dgg32","2026","2","PASS","0","0","0","0","812.275","44046912","0.979636","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2026_r002.json"
"c20_d10000_dgg32_s2026_r003","20","10000","dgg32","2026","3","PASS","0","0","0","0","776.148","44046912","0.922313","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2026_r003.json"
"c20_d10000_dgg32_s2026_r004","20","10000","dgg32","2026","4","PASS","0","0","0","0","821.339","44046912","0.975137","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2026_r004.json"
"c20_d10000_dgg32_s2026_r005","20","10000","dgg32","2026","5","PASS","0","0","0","0","971.151","44046912","1.138927","results/formal_v8/scalability/retry1/c20_d10000_dgg32_s2026_r005.json"
"c30_d10000_dgg32_s2024_r001","30","10000","dgg32","2024","1","PASS","0","0","0","0","1460.42","65021632","1.625097","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2024_r001.json"
"c30_d10000_dgg32_s2024_r002","30","10000","dgg32","2024","2","PASS","0","0","0","0","1288.05","65021632","1.474996","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2024_r002.json"
"c30_d10000_dgg32_s2024_r003","30","10000","dgg32","2024","3","PASS","0","0","0","0","1224.32","65021632","1.391992","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2024_r003.json"
"c30_d10000_dgg32_s2024_r004","30","10000","dgg32","2024","4","PASS","0","0","0","0","1312.75","65021632","1.457506","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2024_r004.json"
"c30_d10000_dgg32_s2024_r005","30","10000","dgg32","2024","5","PASS","0","0","0","0","1284.88","65021632","1.473757","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2024_r005.json"
"c30_d10000_dgg32_s2025_r001","30","10000","dgg32","2025","1","PASS","0","0","0","0","1107.41","65021632","1.250033","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2025_r001.json"
"c30_d10000_dgg32_s2025_r002","30","10000","dgg32","2025","2","PASS","0","0","0","0","1068.26","65021632","1.206924","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2025_r002.json"
"c30_d10000_dgg32_s2025_r003","30","10000","dgg32","2025","3","PASS","0","0","0","0","1051.7","65021632","1.183397","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2025_r003.json"
"c30_d10000_dgg32_s2025_r004","30","10000","dgg32","2025","4","PASS","0","0","0","0","1157.91","65021632","1.28468","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2025_r004.json"
"c30_d10000_dgg32_s2025_r005","30","10000","dgg32","2025","5","PASS","0","0","0","0","1014.39","65021632","1.146244","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2025_r005.json"
"c30_d10000_dgg32_s2026_r001","30","10000","dgg32","2026","1","PASS","0","0","0","0","1022.07","65021632","1.150054","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2026_r001.json"
"c30_d10000_dgg32_s2026_r002","30","10000","dgg32","2026","2","PASS","0","0","0","0","984.413","65021632","1.112199","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2026_r002.json"
"c30_d10000_dgg32_s2026_r003","30","10000","dgg32","2026","3","PASS","0","0","0","0","938.865","65021632","1.059756","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2026_r003.json"
"c30_d10000_dgg32_s2026_r004","30","10000","dgg32","2026","4","PASS","0","0","0","0","1082.6","65021632","1.220698","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2026_r004.json"
"c30_d10000_dgg32_s2026_r005","30","10000","dgg32","2026","5","PASS","0","0","0","0","1078.31","65021632","1.207185","results/formal_v8/scalability/retry1/c30_d10000_dgg32_s2026_r005.json"
"c50_d10000_dgg32_s2024_r001","50","10000","dgg32","2024","1","PASS","0","0","0","0","1790.38","106971072","1.926136","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2024_r001.json"
"c50_d10000_dgg32_s2024_r002","50","10000","dgg32","2024","2","PASS","0","0","0","0","1610.6","106971072","1.728434","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2024_r002.json"
"c50_d10000_dgg32_s2024_r003","50","10000","dgg32","2024","3","PASS","0","0","0","0","1625.67","106971072","1.7532","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2024_r003.json"
"c50_d10000_dgg32_s2024_r004","50","10000","dgg32","2024","4","PASS","0","0","0","0","1652.28","106971072","1.767492","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2024_r004.json"
"c50_d10000_dgg32_s2024_r005","50","10000","dgg32","2024","5","PASS","0","0","0","0","1650.26","106971072","1.77352","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2024_r005.json"
"c50_d10000_dgg32_s2025_r001","50","10000","dgg32","2025","1","PASS","0","0","0","0","1754.78","106971072","1.88835","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2025_r001.json"
"c50_d10000_dgg32_s2025_r002","50","10000","dgg32","2025","2","PASS","0","0","0","0","1739.95","106971072","1.871651","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2025_r002.json"
"c50_d10000_dgg32_s2025_r003","50","10000","dgg32","2025","3","PASS","0","0","0","0","1605.24","106971072","1.733965","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2025_r003.json"
"c50_d10000_dgg32_s2025_r004","50","10000","dgg32","2025","4","PASS","0","0","0","0","1526.59","106971072","1.641627","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2025_r004.json"
"c50_d10000_dgg32_s2025_r005","50","10000","dgg32","2025","5","PASS","0","0","0","0","1614.42","106971072","1.7518","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2025_r005.json"
"c50_d10000_dgg32_s2026_r001","50","10000","dgg32","2026","1","PASS","0","0","0","0","1624.31","106971072","1.743357","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2026_r001.json"
"c50_d10000_dgg32_s2026_r002","50","10000","dgg32","2026","2","PASS","0","0","0","0","1650.52","106971072","1.772354","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2026_r002.json"
"c50_d10000_dgg32_s2026_r003","50","10000","dgg32","2026","3","PASS","0","0","0","0","1576.82","106971072","1.686799","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2026_r003.json"
"c50_d10000_dgg32_s2026_r004","50","10000","dgg32","2026","4","PASS","0","0","0","0","1622.12","106971072","1.729637","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2026_r004.json"
"c50_d10000_dgg32_s2026_r005","50","10000","dgg32","2026","5","PASS","0","0","0","0","1581.74","106971072","1.703015","results/formal_v8/scalability/retry1/c50_d10000_dgg32_s2026_r005.json"
