"case_id","variant","clients","dimension","seed","repetition","status","encoded_plaintext_diff_linf","encoded_plaintext_mismatch_count","q_domain_diff_linf","q_domain_mismatch_count","total_ms","client_upload_bytes","path_to_cs_bytes","total_bytes","legacy_total_wire_bytes","wrapper_elapsed_seconds","result_file"
"shamir_shuffle_proxy_c30_d784_s2025_r003","shamir_shuffle_proxy","30","784","2025","3","PASS","0","0",,,"1.84776","377760","377760","755520",,"0.118123","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2025_r003.json"
"shamir_shuffle_proxy_c30_d784_s2025_r004","shamir_shuffle_proxy","30","784","2025","4","PASS","0","0",,,"1.89987","377760","377760","755520",,"0.112272","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2025_r004.json"
"shamir_shuffle_proxy_c30_d784_s2025_r005","shamir_shuffle_proxy","30","784","2025","5","PASS","0","0",,,"1.72905","377760","377760","755520",,"0.1251","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2025_r005.json"
"shamir_shuffle_proxy_c30_d784_s2026_r001","shamir_shuffle_proxy","30","784","2026","1","PASS","0","0",,,"1.80867","377760","377760","755520",,"0.142028","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2026_r001.json"
"shamir_shuffle_proxy_c30_d784_s2026_r002","shamir_shuffle_proxy","30","784","2026","2","PASS","0","0",,,"1.81751","377760","377760","755520",,"0.128868","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2026_r002.json"
"shamir_shuffle_proxy_c30_d784_s2026_r003","shamir_shuffle_proxy","30","784","2026","3","PASS","0","0",,,"1.91572","377760","377760","755520",,"0.138611","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2026_r003.json"
"shamir_shuffle_proxy_c30_d784_s2026_r004","shamir_shuffle_proxy","30","784","2026","4","PASS","0","0",,,"1.69286","377760","377760","755520",,"0.117129","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2026_r004.json"
"shamir_shuffle_proxy_c30_d784_s2026_r005","shamir_shuffle_proxy","30","784","2026","5","PASS","0","0",,,"1.86099","377760","377760","755520",,"0.118621","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c30_d784_s2026_r005.json"
"shamir_shuffle_proxy_c40_d784_s2024_r001","shamir_shuffle_proxy","40","784","2024","1","PASS","0","0",,,"2.22124","503680","503680","1007360",,"0.126634","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2024_r001.json"
"shamir_shuffle_proxy_c40_d784_s2024_r002","shamir_shuffle_proxy","40","784","2024","2","PASS","0","0",,,"2.3128","503680","503680","1007360",,"0.118686","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2024_r002.json"
"shamir_shuffle_proxy_c40_d784_s2024_r003","shamir_shuffle_proxy","40","784","2024","3","PASS","0","0",,,"3.41902","503680","503680","1007360",,"0.130678","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2024_r003.json"
"shamir_shuffle_proxy_c40_d784_s2024_r004","shamir_shuffle_proxy","40","784","2024","4","PASS","0","0",,,"2.37834","503680","503680","1007360",,"0.129651","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2024_r004.json"
"shamir_shuffle_proxy_c40_d784_s2024_r005","shamir_shuffle_proxy","40","784","2024","5","PASS","0","0",,,"2.38303","503680","503680","1007360",,"0.125352","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2024_r005.json"
"shamir_shuffle_proxy_c40_d784_s2025_r001","shamir_shuffle_proxy","40","784","2025","1","PASS","0","0",,,"2.23114","503680","503680","1007360",,"0.120365","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2025_r001.json"
"shamir_shuffle_proxy_c40_d784_s2025_r002","shamir_shuffle_proxy","40","784","2025","2","PASS","0","0",,,"2.39915","503680","503680","1007360",,"0.109965","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2025_r002.json"
"shamir_shuffle_proxy_c40_d784_s2025_r003","shamir_shuffle_proxy","40","784","2025","3","PASS","0","0",,,"2.28018","503680","503680","1007360",,"0.109155","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2025_r003.json"
"shamir_shuffle_proxy_c40_d784_s2025_r004","shamir_shuffle_proxy","40","784","2025","4","PASS","0","0",,,"2.29086","503680","503680","1007360",,"0.118544","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2025_r004.json"
"shamir_shuffle_proxy_c40_d784_s2025_r005","shamir_shuffle_proxy","40","784","2025","5","PASS","0","0",,,"2.36253","503680","503680","1007360",,"0.112718","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2025_r005.json"
"shamir_shuffle_proxy_c40_d784_s2026_r001","shamir_shuffle_proxy","40","784","2026","1","PASS","0","0",,,"2.8698","503680","503680","1007360",,"0.123443","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2026_r001.json"
"shamir_shuffle_proxy_c40_d784_s2026_r002","shamir_shuffle_proxy","40","784","2026","2","PASS","0","0",,,"2.48036","503680","503680","1007360",,"0.112706","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2026_r002.json"
"shamir_shuffle_proxy_c40_d784_s2026_r003","shamir_shuffle_proxy","40","784","2026","3","PASS","0","0",,,"2.63514","503680","503680","1007360",,"0.115506","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2026_r003.json"
"shamir_shuffle_proxy_c40_d784_s2026_r004","shamir_shuffle_proxy","40","784","2026","4","PASS","0","0",,,"2.39578","503680","503680","1007360",,"0.129884","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2026_r004.json"
"shamir_shuffle_proxy_c40_d784_s2026_r005","shamir_shuffle_proxy","40","784","2026","5","PASS","0","0",,,"2.25647","503680","503680","1007360",,"0.122159","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c40_d784_s2026_r005.json"
"shamir_shuffle_proxy_c50_d784_s2024_r001","shamir_shuffle_proxy","50","784","2024","1","PASS","0","0",,,"3.00241","629600","629600","1259200",,"0.128693","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2024_r001.json"
"shamir_shuffle_proxy_c50_d784_s2024_r002","shamir_shuffle_proxy","50","784","2024","2","PASS","0","0",,,"3.09985","629600","629600","1259200",,"0.122054","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2024_r002.json"
"shamir_shuffle_proxy_c50_d784_s2024_r003","shamir_shuffle_proxy","50","784","2024","3","PASS","0","0",,,"3.04637","629600","629600","1259200",,"0.123031","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2024_r003.json"
"shamir_shuffle_proxy_c50_d784_s2024_r004","shamir_shuffle_proxy","50","784","2024","4","PASS","0","0",,,"3.15672","629600","629600","1259200",,"0.130399","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2024_r004.json"
"shamir_shuffle_proxy_c50_d784_s2024_r005","shamir_shuffle_proxy","50","784","2024","5","PASS","0","0",,,"2.809","629600","629600","1259200",,"0.11135","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2024_r005.json"
"shamir_shuffle_proxy_c50_d784_s2025_r001","shamir_shuffle_proxy","50","784","2025","1","PASS","0","0",,,"2.80278","629600","629600","1259200",,"0.111577","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2025_r001.json"
"shamir_shuffle_proxy_c50_d784_s2025_r002","shamir_shuffle_proxy","50","784","2025","2","PASS","0","0",,,"2.81504","629600","629600","1259200",,"0.112952","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2025_r002.json"
"shamir_shuffle_proxy_c50_d784_s2025_r003","shamir_shuffle_proxy","50","784","2025","3","PASS","0","0",,,"3.76614","629600","629600","1259200",,"0.144299","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2025_r003.json"
"shamir_shuffle_proxy_c50_d784_s2025_r004","shamir_shuffle_proxy","50","784","2025","4","PASS","0","0",,,"2.96709","629600","629600","1259200",,"0.113679","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2025_r004.json"
"shamir_shuffle_proxy_c50_d784_s2025_r005","shamir_shuffle_proxy","50","784","2025","5","PASS","0","0",,,"4.53159","629600","629600","1259200",,"0.124427","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2025_r005.json"
"shamir_shuffle_proxy_c50_d784_s2026_r001","shamir_shuffle_proxy","50","784","2026","1","PASS","0","0",,,"2.82488","629600","629600","1259200",,"0.121046","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2026_r001.json"
"shamir_shuffle_proxy_c50_d784_s2026_r002","shamir_shuffle_proxy","50","784","2026","2","PASS","0","0",,,"2.94029","629600","629600","1259200",,"0.112877","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2026_r002.json"
"shamir_shuffle_proxy_c50_d784_s2026_r003","shamir_shuffle_proxy","50","784","2026","3","PASS","0","0",,,"2.88271","629600","629600","1259200",,"0.119286","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2026_r003.json"
"shamir_shuffle_proxy_c50_d784_s2026_r004","shamir_shuffle_proxy","50","784","2026","4","PASS","0","0",,,"2.73802","629600","629600","1259200",,"0.103372","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2026_r004.json"
"shamir_shuffle_proxy_c50_d784_s2026_r005","shamir_shuffle_proxy","50","784","2026","5","PASS","0","0",,,"2.85934","629600","629600","1259200",,"0.108398","results/formal_v8/controlled_baselines/shamir_shuffle_proxy_c50_d784_s2026_r005.json"
"openfhe_bgv_only_c10_d784_s2024_r001","openfhe_bgv_only","10","784","2024","1","PASS",,,"0","0","83.8447","7877530","0","7877530","7877530","0.197159","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2024_r001.json"
"openfhe_bgv_only_c10_d784_s2024_r002","openfhe_bgv_only","10","784","2024","2","PASS",,,"0","0","85.1025","7877530","0","7877530","7877530","0.173907","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2024_r002.json"
"openfhe_bgv_only_c10_d784_s2024_r003","openfhe_bgv_only","10","784","2024","3","PASS",,,"0","0","77.5455","7877530","0","7877530","7877530","0.169495","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2024_r003.json"
"openfhe_bgv_only_c10_d784_s2024_r004","openfhe_bgv_only","10","784","2024","4","PASS",,,"0","0","80.3186","7877530","0","7877530","7877530","0.182477","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2024_r004.json"
"openfhe_bgv_only_c10_d784_s2024_r005","openfhe_bgv_only","10","784","2024","5","PASS",,,"0","0","97.7531","7877530","0","7877530","7877530","0.204565","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2024_r005.json"
"openfhe_bgv_only_c10_d784_s2025_r001","openfhe_bgv_only","10","784","2025","1","PASS",,,"0","0","81.7714","7877530","0","7877530","7877530","0.186415","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2025_r001.json"
"openfhe_bgv_only_c10_d784_s2025_r002","openfhe_bgv_only","10","784","2025","2","PASS",,,"0","0","88.9378","7877530","0","7877530","7877530","0.191299","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2025_r002.json"
"openfhe_bgv_only_c10_d784_s2025_r003","openfhe_bgv_only","10","784","2025","3","PASS",,,"0","0","83.617","7877530","0","7877530","7877530","0.179922","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2025_r003.json"
"openfhe_bgv_only_c10_d784_s2025_r004","openfhe_bgv_only","10","784","2025","4","PASS",,,"0","0","80.4707","7877530","0","7877530","7877530","0.174699","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2025_r004.json"
"openfhe_bgv_only_c10_d784_s2025_r005","openfhe_bgv_only","10","784","2025","5","PASS",,,"0","0","80.8066","7877530","0","7877530","7877530","0.192361","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2025_r005.json"
"openfhe_bgv_only_c10_d784_s2026_r001","openfhe_bgv_only","10","784","2026","1","PASS",,,"0","0","86.2263","7877530","0","7877530","7877530","0.197964","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2026_r001.json"
"openfhe_bgv_only_c10_d784_s2026_r002","openfhe_bgv_only","10","784","2026","2","PASS",,,"0","0","87.4135","7877530","0","7877530","7877530","0.1912","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2026_r002.json"
"openfhe_bgv_only_c10_d784_s2026_r003","openfhe_bgv_only","10","784","2026","3","PASS",,,"0","0","77.3955","7877530","0","7877530","7877530","0.173295","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2026_r003.json"
"openfhe_bgv_only_c10_d784_s2026_r004","openfhe_bgv_only","10","784","2026","4","PASS",,,"0","0","80.6188","7877530","0","7877530","7877530","0.175284","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2026_r004.json"
"openfhe_bgv_only_c10_d784_s2026_r005","openfhe_bgv_only","10","784","2026","5","PASS",,,"0","0","85.5217","7877530","0","7877530","7877530","0.191121","results/formal_v8/controlled_baselines/openfhe_bgv_only_c10_d784_s2026_r005.json"
"openfhe_bgv_only_c20_d784_s2024_r001","openfhe_bgv_only","20","784","2024","1","PASS",,,"0","0","138.379","15755060","0","15755060","15755060","0.246584","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2024_r001.json"
"openfhe_bgv_only_c20_d784_s2024_r002","openfhe_bgv_only","20","784","2024","2","PASS",,,"0","0","134.643","15755060","0","15755060","15755060","0.234067","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2024_r002.json"
"openfhe_bgv_only_c20_d784_s2024_r003","openfhe_bgv_only","20","784","2024","3","PASS",,,"0","0","131.072","15755060","0","15755060","15755060","0.223293","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2024_r003.json"
"openfhe_bgv_only_c20_d784_s2024_r004","openfhe_bgv_only","20","784","2024","4","PASS",,,"0","0","143.157","15755060","0","15755060","15755060","0.23609","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2024_r004.json"
"openfhe_bgv_only_c20_d784_s2024_r005","openfhe_bgv_only","20","784","2024","5","PASS",,,"0","0","138.073","15755060","0","15755060","15755060","0.226297","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2024_r005.json"
"openfhe_bgv_only_c20_d784_s2025_r001","openfhe_bgv_only","20","784","2025","1","PASS",,,"0","0","142.917","15755060","0","15755060","15755060","0.243806","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2025_r001.json"
"openfhe_bgv_only_c20_d784_s2025_r002","openfhe_bgv_only","20","784","2025","2","PASS",,,"0","0","141.429","15755060","0","15755060","15755060","0.230534","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2025_r002.json"
"openfhe_bgv_only_c20_d784_s2025_r003","openfhe_bgv_only","20","784","2025","3","PASS",,,"0","0","130.267","15755060","0","15755060","15755060","0.219735","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2025_r003.json"
"openfhe_bgv_only_c20_d784_s2025_r004","openfhe_bgv_only","20","784","2025","4","PASS",,,"0","0","145.469","15755060","0","15755060","15755060","0.240083","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2025_r004.json"
"openfhe_bgv_only_c20_d784_s2025_r005","openfhe_bgv_only","20","784","2025","5","PASS",,,"0","0","150.057","15755060","0","15755060","15755060","0.246057","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2025_r005.json"
"openfhe_bgv_only_c20_d784_s2026_r001","openfhe_bgv_only","20","784","2026","1","PASS",,,"0","0","140.212","15755060","0","15755060","15755060","0.232532","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2026_r001.json"
"openfhe_bgv_only_c20_d784_s2026_r002","openfhe_bgv_only","20","784","2026","2","PASS",,,"0","0","145.254","15755060","0","15755060","15755060","0.238234","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2026_r002.json"
"openfhe_bgv_only_c20_d784_s2026_r003","openfhe_bgv_only","20","784","2026","3","PASS",,,"0","0","155.385","15755060","0","15755060","15755060","0.251806","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2026_r003.json"
"openfhe_bgv_only_c20_d784_s2026_r004","openfhe_bgv_only","20","784","2026","4","PASS",,,"0","0","153.592","15755060","0","15755060","15755060","0.247479","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2026_r004.json"
"openfhe_bgv_only_c20_d784_s2026_r005","openfhe_bgv_only","20","784","2026","5","PASS",,,"0","0","143.357","15755060","0","15755060","15755060","0.248941","results/formal_v8/controlled_baselines/openfhe_bgv_only_c20_d784_s2026_r005.json"
"openfhe_bgv_only_c30_d784_s2024_r001","openfhe_bgv_only","30","784","2024","1","PASS",,,"0","0","211.225","23632590","0","23632590","23632590","0.314138","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2024_r001.json"
"openfhe_bgv_only_c30_d784_s2024_r002","openfhe_bgv_only","30","784","2024","2","PASS",,,"0","0","201.345","23632590","0","23632590","23632590","0.308386","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2024_r002.json"
"openfhe_bgv_only_c30_d784_s2024_r003","openfhe_bgv_only","30","784","2024","3","PASS",,,"0","0","211.19","23632590","0","23632590","23632590","0.30702","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2024_r003.json"
"openfhe_bgv_only_c30_d784_s2024_r004","openfhe_bgv_only","30","784","2024","4","PASS",,,"0","0","193.716","23632590","0","23632590","23632590","0.283774","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2024_r004.json"
"openfhe_bgv_only_c30_d784_s2024_r005","openfhe_bgv_only","30","784","2024","5","PASS",,,"0","0","188.305","23632590","0","23632590","23632590","0.284517","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2024_r005.json"
"openfhe_bgv_only_c30_d784_s2025_r001","openfhe_bgv_only","30","784","2025","1","PASS",,,"0","0","187.889","23632590","0","23632590","23632590","0.296057","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2025_r001.json"
"openfhe_bgv_only_c30_d784_s2025_r002","openfhe_bgv_only","30","784","2025","2","PASS",,,"0","0","189.615","23632590","0","23632590","23632590","0.296328","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2025_r002.json"
"openfhe_bgv_only_c30_d784_s2025_r003","openfhe_bgv_only","30","784","2025","3","PASS",,,"0","0","192.96","23632590","0","23632590","23632590","0.2919","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2025_r003.json"
"openfhe_bgv_only_c30_d784_s2025_r004","openfhe_bgv_only","30","784","2025","4","PASS",,,"0","0","193.186","23632590","0","23632590","23632590","0.297529","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2025_r004.json"
"openfhe_bgv_only_c30_d784_s2025_r005","openfhe_bgv_only","30","784","2025","5","PASS",,,"0","0","200.219","23632590","0","23632590","23632590","0.294748","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2025_r005.json"
"openfhe_bgv_only_c30_d784_s2026_r001","openfhe_bgv_only","30","784","2026","1","PASS",,,"0","0","193.787","23632590","0","23632590","23632590","0.29591","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2026_r001.json"
"openfhe_bgv_only_c30_d784_s2026_r002","openfhe_bgv_only","30","784","2026","2","PASS",,,"0","0","198.393","23632590","0","23632590","23632590","0.293112","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2026_r002.json"
"openfhe_bgv_only_c30_d784_s2026_r003","openfhe_bgv_only","30","784","2026","3","PASS",,,"0","0","196.945","23632590","0","23632590","23632590","0.295365","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2026_r003.json"
"openfhe_bgv_only_c30_d784_s2026_r004","openfhe_bgv_only","30","784","2026","4","PASS",,,"0","0","189.343","23632590","0","23632590","23632590","0.284026","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2026_r004.json"
"openfhe_bgv_only_c30_d784_s2026_r005","openfhe_bgv_only","30","784","2026","5","PASS",,,"0","0","215.044","23632590","0","23632590","23632590","0.309933","results/formal_v8/controlled_baselines/openfhe_bgv_only_c30_d784_s2026_r005.json"
"openfhe_bgv_only_c40_d784_s2024_r001","openfhe_bgv_only","40","784","2024","1","PASS",,,"0","0","255.824","31510120","0","31510120","31510120","0.367693","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2024_r001.json"
"openfhe_bgv_only_c40_d784_s2024_r002","openfhe_bgv_only","40","784","2024","2","PASS",,,"0","0","260.198","31510120","0","31510120","31510120","0.346567","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2024_r002.json"
"openfhe_bgv_only_c40_d784_s2024_r003","openfhe_bgv_only","40","784","2024","3","PASS",,,"0","0","281.204","31510120","0","31510120","31510120","0.376103","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2024_r003.json"
"openfhe_bgv_only_c40_d784_s2024_r004","openfhe_bgv_only","40","784","2024","4","PASS",,,"0","0","251.708","31510120","0","31510120","31510120","0.343575","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2024_r004.json"
"openfhe_bgv_only_c40_d784_s2024_r005","openfhe_bgv_only","40","784","2024","5","PASS",,,"0","0","268.492","31510120","0","31510120","31510120","0.357406","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2024_r005.json"
"openfhe_bgv_only_c40_d784_s2025_r001","openfhe_bgv_only","40","784","2025","1","PASS",,,"0","0","268.581","31510120","0","31510120","31510120","0.383047","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2025_r001.json"
"openfhe_bgv_only_c40_d784_s2025_r002","openfhe_bgv_only","40","784","2025","2","PASS",,,"0","0","243.97","31510120","0","31510120","31510120","0.339594","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2025_r002.json"
"openfhe_bgv_only_c40_d784_s2025_r003","openfhe_bgv_only","40","784","2025","3","PASS",,,"0","0","263.458","31510120","0","31510120","31510120","0.354923","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2025_r003.json"
"openfhe_bgv_only_c40_d784_s2025_r004","openfhe_bgv_only","40","784","2025","4","PASS",,,"0","0","241.304","31510120","0","31510120","31510120","0.332226","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2025_r004.json"
"openfhe_bgv_only_c40_d784_s2025_r005","openfhe_bgv_only","40","784","2025","5","PASS",,,"0","0","244.659","31510120","0","31510120","31510120","0.34971","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2025_r005.json"
"openfhe_bgv_only_c40_d784_s2026_r001","openfhe_bgv_only","40","784","2026","1","PASS",,,"0","0","235.309","31510120","0","31510120","31510120","0.32961","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2026_r001.json"
"openfhe_bgv_only_c40_d784_s2026_r002","openfhe_bgv_only","40","784","2026","2","PASS",,,"0","0","242.994","31510120","0","31510120","31510120","0.33395","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2026_r002.json"
"openfhe_bgv_only_c40_d784_s2026_r003","openfhe_bgv_only","40","784","2026","3","PASS",,,"0","0","251.758","31510120","0","31510120","31510120","0.347682","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2026_r003.json"
"openfhe_bgv_only_c40_d784_s2026_r004","openfhe_bgv_only","40","784","2026","4","PASS",,,"0","0","269.219","31510120","0","31510120","31510120","0.356109","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2026_r004.json"
"openfhe_bgv_only_c40_d784_s2026_r005","openfhe_bgv_only","40","784","2026","5","PASS",,,"0","0","262.124","31510120","0","31510120","31510120","0.359166","results/formal_v8/controlled_baselines/openfhe_bgv_only_c40_d784_s2026_r005.json"
"openfhe_bgv_only_c50_d784_s2024_r001","openfhe_bgv_only","50","784","2024","1","PASS",,,"0","0","342.618","39387650","0","39387650","39387650","0.455762","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2024_r001.json"
"openfhe_bgv_only_c50_d784_s2024_r002","openfhe_bgv_only","50","784","2024","2","PASS",,,"0","0","317","39387650","0","39387650","39387650","0.409544","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2024_r002.json"
"openfhe_bgv_only_c50_d784_s2024_r003","openfhe_bgv_only","50","784","2024","3","PASS",,,"0","0","312.74","39387650","0","39387650","39387650","0.408546","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2024_r003.json"
"openfhe_bgv_only_c50_d784_s2024_r004","openfhe_bgv_only","50","784","2024","4","PASS",,,"0","0","316.612","39387650","0","39387650","39387650","0.416817","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2024_r004.json"
"openfhe_bgv_only_c50_d784_s2024_r005","openfhe_bgv_only","50","784","2024","5","PASS",,,"0","0","334.973","39387650","0","39387650","39387650","0.42779","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2024_r005.json"
"openfhe_bgv_only_c50_d784_s2025_r001","openfhe_bgv_only","50","784","2025","1","PASS",,,"0","0","312.461","39387650","0","39387650","39387650","0.421517","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2025_r001.json"
"openfhe_bgv_only_c50_d784_s2025_r002","openfhe_bgv_only","50","784","2025","2","PASS",,,"0","0","304.864","39387650","0","39387650","39387650","0.39453","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2025_r002.json"
"openfhe_bgv_only_c50_d784_s2025_r003","openfhe_bgv_only","50","784","2025","3","PASS",,,"0","0","289.407","39387650","0","39387650","39387650","0.38004","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2025_r003.json"
"openfhe_bgv_only_c50_d784_s2025_r004","openfhe_bgv_only","50","784","2025","4","PASS",,,"0","0","307.199","39387650","0","39387650","39387650","0.396476","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2025_r004.json"
"openfhe_bgv_only_c50_d784_s2025_r005","openfhe_bgv_only","50","784","2025","5","PASS",,,"0","0","296.724","39387650","0","39387650","39387650","0.396726","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2025_r005.json"
"openfhe_bgv_only_c50_d784_s2026_r001","openfhe_bgv_only","50","784","2026","1","PASS",,,"0","0","315.321","39387650","0","39387650","39387650","0.401822","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2026_r001.json"
"openfhe_bgv_only_c50_d784_s2026_r002","openfhe_bgv_only","50","784","2026","2","PASS",,,"0","0","304.953","39387650","0","39387650","39387650","0.392571","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2026_r002.json"
"openfhe_bgv_only_c50_d784_s2026_r003","openfhe_bgv_only","50","784","2026","3","PASS",,,"0","0","341.418","39387650","0","39387650","39387650","0.441775","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2026_r003.json"
"openfhe_bgv_only_c50_d784_s2026_r004","openfhe_bgv_only","50","784","2026","4","PASS",,,"0","0","309","39387650","0","39387650","39387650","0.401465","results/formal_v8/controlled_baselines/openfhe_bgv_only_c50_d784_s2026_r004.json"
